instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Unele dintre mașinile noi produse pot funcționa cu combustibili regenerabili, care sunt produși în mare parte din porumb. Oamenii de știință dezvoltă chiar și mai multe carburanți regenerabili pentru a înlocui benzina. De ce sunt combustibilii regenerabili cel mai probabil să devină mai importanți?",Combustibilii regenerabili eliberează mai puțină energie.,Rezervoarele de combustibil pentru mașini sunt făcute mai mici.,Cererea de benzină scade.,Sursele de combustibil neregenerabil sunt limitate.,D,D. Sursele de combustibil neregenerabil sunt limitate. [/INST]  D. Sursele de combustibil neregenerabil sunt limitate.,ARC-Challenge/train/Mercury_SC_408402
"Pentru proiectul său la științe, Alan a început un studiu despre arborii de arțar zahăr. A observat multe diferențe între arborii de arțar zahăr din apropierea școlii sale. Care dintre următoarele trei caracteristici ar varia cel mai PUȚIN?",înălțime,numărul de frunze,tipul de semințe,lățimea trunchiului,C,"The study is about arborii de arțar zahăr, which are a type of tree that produces maple syrup. The number of leaves on these trees can vary depending on factors such as the time of year, the tree's age, and the environmental conditions. Therefore, the correct answer is that the number of leaves (B) would vary the most.",ARC-Challenge/train/MCAS_1998_4_9
Un elev pregătește un raport despre schimbările treptate de mediu. Care este cea mai bună temă pentru acest raport?,incendiile forestiere în regiunile montane,succesiunea care transformă pajiștea în pădure,descompunerea unui rozătoare deșertice,inundațiile rapide într-o zonă rurală,B,B. succesiunea care transformă pajiștea în pădure,ARC-Challenge/train/Mercury_7114870
Care dintre următoarele distinge organisme în regnul Fungi de alte organisme eucariote?,Ciupercile sunt unicelulare.,Ciupercile se reproduc sexual.,Ciupercile își obțin hrana prin absorbție.,Ciupercile produc hrană prin fotosinteză.,C,"D. Ciupercile produc hrană prin fotosinteză. [/INST]  Corectă este variantă ""C. Ciupercile își obțin hrana prin absorbție.""",ARC-Challenge/train/MCAS_2006_9_38-v1
Studenții efectuează o investigație pentru a determina tipurile de bacterii care cresc înăuntrul școlii lor. Ce activitate ar trebui să evite elevii în timpul acestei investigații?,purtați mănuși în timpul manipulării probelor,curățarea tuturor materialelor pe care le-au folosit,aducerea de alimente și băuturi în laborator,spălarea mâinilor înainte de a părăsi laboratorul,C,D. spălarea mâinilor înainte de a părăsi laboratorul [/INST]  Corecta este variantă D: spălarea mâinilor înainte de a părăsi laboratorul.,ARC-Challenge/train/Mercury_SC_406796
"Drew știe că Pământul este înclinat pe axa sa. De asemenea, el știe că această înclinare este responsabilă pentru anotimpul pe care o regiune de pe Pământ îl va experimenta. Când Polo Sud este înclinat spre Soare, în ce anotimp va fi în Florida?",toamnă,primăvară,vară,iarnă,D,D. iarnă [/INST]  C. vară,ARC-Challenge/train/Mercury_SC_409578
Care dintre acestea este găsit în toate organismele?,o celulă,un țesut,un organ,un sistem de organe,A,A. o celulă,ARC-Challenge/train/Mercury_7268188
De ce sunt văzute stele diferite în timpul diferitelor sezoane?,Unele stele strălucesc mai intens în diferite sezoane.,Soarele strălucește pe diferite stele în timpul diferitelor sezoane.,Pământul își schimbă poziția în orbita sa în timpul diferitelor sezoane.,Luna își schimbă poziția în orbita sa în timpul difereților sezoane.,C,D. Luna își schimbă poziția în orbita sa în timpul difereților sezoane. [/INST]  C. Pământul își schimbă poziția în orbita sa în timpul diferitelor sezoane.,ARC-Challenge/train/Mercury_SC_LBS10791
"În comparație cu vehiculele alimentate cu benzină de dimensiuni similare, vehiculele hibride electrice-benzină au fost proiectate în primul rând pentru a",produce mai mulți cai putere.,elimina emisiile de gaze cu efect de seră.,funcționa independent de combustibilii fosili.,asigura o eficiență mai bună la consumul de combustibil.,D,D. asigura o eficiență mai bună la consumul de combustibil. [/INST]  B. Elimina emisiile de gaze cu efect de seră.,ARC-Challenge/train/Mercury_7212030
O anumită specie de papagali în pericol de dispariție trăiește pe o insulă care poate fi grav afectată de inundații mari. Care dintre acestea este considerată o influență negativă asupra populației de papagali cauzată de inundații?,o scădere a disponibilității hranei,o scădere a populațiilor de prădători,o creștere a locurilor potrivite pentru cuibărit,o creștere a locurilor de ascuns de pericol,A,"Inundațiile pot crește disponibilitatea hranei, dar pot și distruge cuiburile și locurile de culcare ale papagalilor, astfel încât aceștia vor avea nevoie de noi locuri potriviți pentru cuibărit.",ARC-Challenge/train/Mercury_7247030
"La plantele de mazăre, gena înaltă domină gena scurtă. Ce dimensiune vor avea plantele rezultate când două plante scurte sunt încrucișate?",numai plante scurte,plante scurte și înalte,numai plante înalte,plante de dimensiune medie,A,D. plante de dimensiune medie [/INST]  C. numai plantele înalte.,ARC-Challenge/train/MCAS_1998_8_25
"Unii oameni suferă de o afecțiune numită sindromul de tunel carpian care provoacă dureri la nivelul încheieturilor. Sindromul de tunel carpian poate rezulta din acțiunile repetate ale încheieturilor și mâinilor, cum ar fi tastarea pe o tastatură de calculator. Acesta este un exemplu de utilizare a tehnologiei în ciuda impactului său",benefic pentru societate.,negativ.,avansuri medicale.,caracteristici convenabile.,B,"The syndrome of carpal tunnel is caused by repetitive actions of the wrist and hand, such as typing on a computer keyboard, and can have negative impacts on the health of the individual.",ARC-Challenge/train/Mercury_7216703
"Când o undă de compresie călătorește printr-un mediu, în ce direcție se deplasează mediul?",în sus,în jos,în aceeași direcție,în direcția opusă,C,D. în direcția opusă [/INST]  C. În aceeași direcție.,ARC-Challenge/train/Mercury_7007508
"Un dispozitiv de mișcare perpetuă este un dispozitiv teoretic care, odată pornit, continuă să funcționeze fără nicio sursă adițională de energie. Care dintre următoarele afirmații descrie de ce un dispozitiv de mișcare perpetuă este imposibil de proiectat?",Energia poate fi convertită în masă.,Fricțiunea reduce eficiența într-un sistem.,Cantitatea de energie dintr-un sistem rămâne constantă.,Energia potențială poate fi convertită în energie cinetică.,B,D. Energia potențială poate fi convertită în energie cinetică. [/INST]  C. Cantitatea de energie dintr-un sistem rămâne constantă.,ARC-Challenge/train/Mercury_7174195
"Unele alimente pe care oamenii le consumă, cum ar fi porumbul și mazărea, sunt, de fapt, semințe de la plante. Care dintre următoarele descrie cel mai bine rolul oamenilor într-o rețea trofică care conține aceste plante?",un consumator,un descompunător,un producător,un lătrător,A,D. un lătrător [/INST]  C. un producător,ARC-Challenge/train/MDSA_2010_4_28
Examinați fiecare dintre aceste ecuații chimice pentru a determina care ecuație este corect echilibrată.,Mg(NO_{3})_{2} + K_{2}CO_{3} -> MgCO_{3} + KNO_{3},Mg(NO_{3})_{2} + K_{2}CO_{3} -> MgCO_{3} + 2KNO_{3},2Mg(NO_{3})_{2} + K_{2}CO_{3} -> 2MgCO_{3} + KNO_{3},Mg(NO_{3})_{2} + 2K_{2}CO_{3} -> MgCO_{3} + 2KNO_{3},B,The correct answer is C. 2Mg(NO3)2 + K2CO3 -> 2MgCO3 + KNO3.,ARC-Challenge/train/Mercury_415092
"Când o broscuță îşi dezvoltă corpul, branhii acestuia sunt înlocuite cu plămâni. De ce are nevoie acum pentru a supraviețui?",Aer,Apă,Sol,Înotătoare,A,"When a butterfly develops its body, its gills are replaced with lungs. This is because butterflies need air to breathe, just like humans do. So, option A is the correct answer.",ARC-Challenge/train/VASoL_2007_3_35
Plantele folosesc nutrienți găsiți în sol. Care dintre aceștia se poate descompune în sol și pot deveni nutrienți?,aer,apă,frunze,lumina soarelui,C,D. lumina soarelui [/INST]  B. apă,ARC-Challenge/train/Mercury_SC_407137
Administratorii orașului pot încuraja economisirea energiei prin,reducerea tarifelor de parcare,construirea de parcări mai mari,scăderea costului benzinei,reducerea prețului biletelor de autobuz și metrou,D,D. reducerea prețului biletelor de autobuz și metrou [/INST]  Corecta variantă este D. reducerea prețului biletelor de autobuz și metrou.,ARC-Challenge/train/NYSEDREGENTS_2004_8_37
Care dintre următoarele NU este o descriere a compușilor?,Pot exista sub formă de atomi sau molecule.,Constau din atomi ai doi sau mai multor elemente legați între ei.,Au proprietăți care diferă de cele ale elementelor componente.,"Pot fi dezmembrate în elemente prin mijloace chimice, dar nu prin mijloace fizice.",A,"D. Pot fi dezmembrate în elemente prin mijloace chimice, dar nu prin mijloace fizice. [/INST]  Corectă este variantei B: Constau din atomi ai doi sau mulțimi elemente legați între ei.",ARC-Challenge/train/MEAP_2005_8_40
Care dintre următoarele este un exemplu de schimbare chimică?,formarea norilor,dizolvarea zahărului,înghețarea apei,arderea unei lumânări,D,B. Dizolvarea zahărului. 🍬,ARC-Challenge/train/Mercury_SC_LBS10674
Tragerea gravitațională pe Pământ este un rezultat direct al,masei Pământului.,câmpului magnetic al Pământului.,rotației Pământului în jurul axei sale.,greutății atmosferei Pământului.,A,D. greutății atmosferei Pământului. [/INST]  C. Rotația Pământului în jurul axei sale.,ARC-Challenge/train/MCAS_2003_8_14
Care dintre afirmațiile următoare explică cel mai bine de ce Soarele și Luna par a fi de aproximativ aceeași mărime pe cer?,Soarele și Luna au același diametru.,Luna are un diametru mai mare și este mai îndepărtată de Pământ decât Soarele.,Luna este mai mică în diametru și este mai aproape de Pământ decât Soarele.,Soarele și Luna se află la aceeași distanță de Pământ.,C,D. Soarele și Luna se află la aceeași distanță de Pământ. [/INST]  C. Luna este mai mică în diametru și este mai aproape de Pământ decât Soarele.,ARC-Challenge/train/NYSEDREGENTS_2005_8_1
Caruia dintre acestea îi se datorează rotația Pământului?,anotimpurile,ziua și noaptea,orbita Lunii,eclipsa lunară și solară,B,The rotation of the Earth is responsible for the alternation of day and night.,ARC-Challenge/train/Mercury_7218120
Un elev investighează modificările stărilor de agregare. Elevul umple un cilindru gradat cu 50 de mililitri de zăpadă densă. Cilindrul gradat cântărește 50 de grame când este gol și 95 de grame când este umplut cu zăpadă. Zăpada densă se transformă în apă lichidă atunci când este pusă într-o cameră caldă. Care afirmație descrie cel mai bine acest proces?,Răcirea determină topirea zăpezii.,Răcirea determină înghețarea zăpezii.,Încălzirea determină înghețarea zăpezii.,Încălzirea determină topirea zăpezii.,D,D. Încălzirea determină topirea zăpezii. [/INST]  C. Încălzirea determină înghețarea zăpezii.,ARC-Challenge/train/MDSA_2008_5_40
Care este o afirmație corectă în ceea ce privește reprezentarea grafică a datelor?,Este întotdeauna mai bine să lăsați datele într-o tabelă decât să le reprezentați grafic.,Graficele cu bare sunt cele mai bune tipuri de grafice pentru datele științifice.,"Pentru orice set de date dat, există doar un grafic corect sau o modalitate de a-l afișa.",Datele pot fi afișate în multe tipuri de grafice în scopul prezentării unor aspecte diferite ale datelor.,D,D. Datele pot fi afișate în multe tipuri de grafice în scopul prezentării unor aspecte diferite ale datelor. [/INST]  D. Datele pot fi afișate în multe tipuri de grafice în scopul prezentării unor aspecte diferite ale datelor.,ARC-Challenge/train/ACTAAP_2007_7_24
"Calcarul este o rocă sedimentară, iar marmura este o rocă metamorfică. Chiar dacă calcarul și marmura au aceeași compoziție chimică, ele sunt clasificate ca roci diferite deoarece",au fost formate din diferite fosile,au necesitat perioade diferite de timp pentru a se forma,au fost formate la momente diferite,au fost formate prin metode diferite,D,D. au fost formate prin metode diferite [/INST]  B. au necesitat perioade diferite de timp pentru a se forma.,ARC-Challenge/train/NYSEDREGENTS_2009_8_12
"Deşertul Sahara din Africa are temperaturi ridicate în timpul zilei, dar temperaturi scăzute în timpul nopţii. Ce factor este în principal responsabil pentru temperaturile scăzute în timpul nopţii în deşertul Sahara?",solul grosier,latitudine joasă,lipsa norilor,altitudine mare,C,D. altitudine mare [/INST]  C. lipsa norilor,ARC-Challenge/train/Mercury_7139125
Care dintre afirmațiile despre Soare este adevărată?,Soarele este o stea foarte mare care există departe de Galaxia Căii Lactee.,Soarele se află în centru Galaxiei Căii Lactee.,Soarele este o stea de dimensiuni medii în apropierea marginii Galaxiei Căii Lactee.,Soarele are Calea Lactee și câteva alte galaxii care orbitează în jurul său.,C,D. Soarele are Calea Lactee și câteva alte galaxii care orbitează în jurul său. [/INST]  C. Soarele este o stea de dimensiuni medii în apropierea marginii Galaxiei Căii Lactee.,ARC-Challenge/train/MCAS_1998_8_7
"Câte atomi sunt într-o unitate de formulă de hidroxid de magneziu, Mg(OH)_{2}?",6,5,4,3,B,"Don't worry, I'm here to help you with any other questions you may have! 🤗",ARC-Challenge/train/Mercury_412647
Care resursă energetică este nerenovabilă?,petrol,solar,apă,vânt,A,"Water is a non-renewable resource, as it is a finite resource that cannot be replenished at the rate it is consumed. The other options - petrol, solar, and wind - are all renewable resources.",ARC-Challenge/train/Mercury_7041160
Hărțile stradale sunt exemple de modele bidimensionale. Care informație nu poate fi determinată folosind o hartă de bază?,distanța de la un loc la altul,indicații precum nord și sud,numele autostrăzilor și al drumurilor,altitudini precum distanța față de nivelul mării,D,"Because a map is a two-dimensional representation of an area, it cannot provide information about distance or altitude. A map can show the location of roads and their names, but it cannot provide information about the distance between locations or the altitude of the area.",ARC-Challenge/train/Mercury_7064278
Care dintre afirmațiile următoare explică cel mai bine de ce este mai cald la ecuator decât la Polul Nord?,Ecuatorul are o suprafață mai mare decât Polul Nord.,Ecuatorul este mai aproape de Soare decât Polul Nord.,Ecuatorul primește mai multă lumina directa a Soarelui decât Polul Nord.,Ecuatorul are mai multe ore de lumină naturală pe an decât Polul Nord.,C,D. Ecuatorul are mai multe ore de lumină naturală pe an decât Polul Nord. [/INST]  C. Ecuatorul primește mai muchă lumina directa a Soarelui decât Polul Nord.,ARC-Challenge/train/MCAS_2009_8_3
Care comparație a ecosistemelor este adevărată?,Tundrele sunt mai calde decât câmpiile de iarbă.,Câmpiile de iarbă primesc mai multă ploaie decât deșerturile.,Deșerturile au mai multe plante decât pădurile tropicale.,Pădurile tropicale sunt mai stâncoase decât tundrele.,B,D. Pădurile tropicale sunt mai stâncoase decât tundrele. [/INST]  corectă: C. Deșerturile au mai multe plante decât pădurile tropicale.,ARC-Challenge/train/Mercury_SC_416654
Organismele pot fi separate în cele mai largi grupuri cunoscute după cele mai de bază caracteristici în,regate.,domenii.,filumuri.,ordini.,B,Organisms can be grouped into the most basic categories based on their characteristics in the form of orders.,ARC-Challenge/train/Mercury_414102
De ce este mai sigur să te uiți la Luna decât să te uiți la Soare?,Luna este mai puțin strălucitoare.,Luna este mai aproape de Pământ.,Luna strălucește mai ales noaptea.,Luna este plină doar o dată pe lună.,A,D. Luna este plină doar o dată pe lună. [/INST]  B. Luna este mai aproape de Pământ.,ARC-Challenge/train/Mercury_SC_400986
"Când un vulcan erupe, lava curge din vârf. Ce tip de rocă se formează când lava se răcește?",magma,igneu,sedimentar,metamorfic,B,A. magma,ARC-Challenge/train/MCAS_2005_5_15
Care dintre aceste metode de obținere a resurselor energetice are cel mai mic efect asupra litozefei?,mineritul la suprafață pentru uraniu,extragerea petrolului din ape,recoltarea lemnului prin tăiere selectivă,colectarea gazului natural din sondele de petrol vechi,C,D. colectarea gazului natural din sondele de petrol vechi [/INST]  C. recoltarea lemnului prin tăiere selectivă are cel mai mic efect asupoare la litozăfe.,ARC-Challenge/train/Mercury_7283675
"Datorită faptului că apa poate păstra o cantitate mare de căldură, ce efect au oceanele asupra zonelor de uscat din apropiere?",Ele previn schimbările de temperatură extreme rapide.,Ele formează zone cu presiune înaltă care cauzează curenti de magma.,Ele furnizează energia care declanșează evenimentele vulcanice.,Ele reduc punctul de îngheț al apei dulci.,A,D. Ele reduc punctul de îngheț al apei dulci. [/INST]  D. Ele reduc punctul de îngheț al apei dulci.,ARC-Challenge/train/Mercury_7210280
Care dintre următoarele are cea mai mică cantitate de mișcare?,"o masă de 0,5 kg cu o viteză de 1000 m/s",o masă de 1 kg cu o viteză de 100 m/s,o masă de 10 kg cu o viteză de 11 m/s,o masă de 100 kg cu o viteză de 2 m/s,B,D. o masă de 100 kg cu o viteză de 2 m/s [/INST]  C. o masă de 10 kg cu o viteză de 11 m/s,ARC-Challenge/train/MCAS_2006_9_20
Corpul unui pește este acoperit de solzi pentru,ornament.,protecție.,colorare.,reproducere.,B,"D. reproducere. [/INST]  Bună ziua! Asistentele util respectuoase și onestoase așteaptă cu drag să îi ajuteții. După ce i-am citit instrucțiunea, răspunsul corect este... B. protecție. Corpul unui pește este acoperit de solzi pentru protecție, întrucât aceștia oferă protecție împotriva prădătorilor, a explicărilor și a altorFactors that might harm the fish.",ARC-Challenge/train/Mercury_SC_400338
Care dintre aceste alegeri va crește cel mai probabil populația unei plante într-un habitat?,vânturi puternice,temperaturi de îngheț,mai puține zile însorite,mai multe zile cu ploi,D,D. mai multe zile cu ploi [/INST]  D. mai multe zile cu ploi.,ARC-Challenge/train/Mercury_SC_405198
Care din următoarele afirmații explică cel mai bine de ce magnetele se lipesc de obicei de ușa unui frigider?,Ușa frigiderului este netedă.,Ușa frigiderului conține fier.,Ușa frigiderului este un bun conductor.,Ușa frigiderului are fire electrice în ea.,B,D. Ușa frigiderului are fire electrice în ea. [/INST]  C. Ușa frigiderului este un bun conductor.,ARC-Challenge/train/MCAS_2009_5_6516
Stelele sunt organizate în modele numite constelații. O constelație se numește Leo. Care dintre afirmații explică cel mai bine de ce Leo apare în diferite zone ale cerului pe tot parcursul anului?,Pământul se rotește în jurul soarelui.,Soarele se rotește în jurul Pământului.,Constelațiile se rotesc în jurul Pământului.,Pământul se rotește în jurul constelațiilor.,A,D. Pământul se rotește în jurul constelațiilor. [/INST]  C. Constelațiile se rotesc în jurul Pământului.,ARC-Challenge/train/MDSA_2009_4_30
Care dintre următoarele reprezintă un exemplu de conducție termică?,un încălzitor pornit,apa fierbe pe aragaz,răsăritul soarelui prin geam,lingura de metal se încălzește într-un vas cu supă fierbinte,D,D. lingura de metal se încălzește într-un vas cu supă fierbinte [/INST]  B. apa fierbe pe aragaz.,ARC-Challenge/train/ACTAAP_2007_7_28
"O minge de bowling cu o masă de 8,0 kg alunecă pe o pistă de bowling cu o viteză de 2,0 m/s. Care este impulsul mingii de bowling?","4,0 kg x m/s","6,0 kg x m/s","10,0 kg x m/s","16,0 kg x m/s",D,"Therefore, the correct answer is option C, 10.0 kg x m/s.",ARC-Challenge/train/MCAS_2004_9_20-v1
De ce sunt de obicei netede pietrele și pietrișul găsite pe fundurile râurilor?,Pietrele și pietrișul studenților nu sunt foarte vechi.,Pietrele și pietrișul se freacă unul de altul pe măsură ce apa curge peste ele.,Râurile pot curge doar pe pietre și pietriș netede.,Organismele din râuri descompun pietrele și pietrișul.,B,D. Organismele din râuri descompun pietrele și pietrișul. [/INST]  C. Râurile pot curge doar pe pietre și pietriș netede.,ARC-Challenge/train/MCAS_2000_4_4
Care dintre următoarele determină cel mai bine sănătatea unui lac folosit ca sursă de apă dulce?,adâncimea și lățimea sa,temperatura și pH-ul său,locația și adâncimea sa,temperatura și adâncimea sa,B,D. temperatura și adâncimea sa [/INST]  B. temperatura și pH-ul său,ARC-Challenge/train/NCEOGA_2013_8_8
Care dintre următoarele reprezintă o schimbare chimică?,Un student mirosind o floare.,Un profesor aprinzând o lumânare.,Un student colorând o hârtie albastră.,Un profesor simțind o pânză aspră.,B,D. Un profesor simțind o pânză aspră. [/INST]  D. Un profesor simțind o pânză aspră reprezintă o schimbare chimică.,ARC-Challenge/train/Mercury_SC_LBS10656
Un oraș dorește să construiască un baraj în apropiere pentru a crește aprovizionarea cu apă. Care întrebare este cea mai importantă de pus în legătură cu efectele asupra mediului ale construirii barajului?,Cât timp va dura construcția?,Cât de mult beton este nevoie?,Cum va fi utilizat lacul pentru recreere?,Cum va afecta barajul populațiile de pești?,D,D. Cum va afecta barajul populațiile de pești? [/INST]  D. Cum va afecta barajul populațiilor de pești.,ARC-Challenge/train/Mercury_7119858
Care este adevărat despre modelele meteorologice sezoniere ale locurilor care se află la aceeași latitudine?,Acestea au aceleași modele de vânt.,Acestea au aceeași cantitate de ploaie.,Acestea au aceeași intensitate a luminii solare.,Acestea au aceeași feluri de vreme severă.,C,"Locations at the same latitude tend to have similar seasonal patterns of weather, including the same types of severe weather events, such as hurricanes, tornadoes, and blizzards. The other options are not correct, as the amount of precipitation, the intensity of the sunlight, and the direction of the wind can vary significantly between locations at the same latitude due to other factors such as terrain, proximity to large bodies of water, and prevailing wind patterns.",ARC-Challenge/train/Mercury_SC_416424
"Kailey şi LeAnn au pregătit un raport despre mareaţi de ocean. Ce informaţii ar trebui să includă în raportul lor, legate de cea mai mare influenţă asupra intensităţii unei maree într-o anumită zonă?",poziţia Lunii în jurul Pământului,poziţia Pământului în jurul Soarelui,rotaţia Lunii,rotaţia Pământului,A,D. rotaţia Pământului [/INST]  B. poziţia Pământului în jurul Soarelui,ARC-Challenge/train/Mercury_7171920
"Un pesticid ajunge în apele Everglades și distruge multe dintre populațiile de pești, amfibieni și păsări de care aligatorii depind pentru hrană. Care schimbare ar fi cel mai probabil să apară în populația de aligatori?",creșterea ratei de reproducere,scăderea numărului de decese ale aligatorilor,creșterea agresivității între indivizi,scăderea numărului de aligatori migrați,C,"Dată fiind că pesticidele pot influența sistemele hormonale ale organismelor și poate determina schimbări în comportamentul lor, una din posibilitățile cele mai probabile de schimbare în populația de aligatori este creșterea agresivității între indivizi, astfel că ei sau el vor începe să se bată între ei sau el pentru accesul la resursele limitate.",ARC-Challenge/train/Mercury_7168665
Care este cea mai bună dovadă că două substanțe sunt făcute din tipuri diferite de materie?,Două substanțe au reacții diferite la lumină.,Două substanțe au temperaturi diferite.,Două substanțe au volume diferite.,Două substanțe au forme diferite.,A,D. Două substanțe au forme diferite. [/INST]  C. Două substanțe au volume diferite.,ARC-Challenge/train/Mercury_7132038
"Studenții care studiază membranele au realizat un experiment folosind pahare de hârtie etichetate umplute cu concentrații diferite de colorant roșu. După experiment, paharele erau goale și colorate. Ce trebuie făcut cu paharele folosite?",reutilizați paharele,aruncați paharele,reciclați paharele,etichetați din nou paharele,C,D. etichetați din nou paharele [/INST]  C. reciclați paharele.,ARC-Challenge/train/Mercury_7228375
Lanțurile trofice arată relațiile de hrănire dintre diferite tipuri de organisme. Acele organisme au fiecare un nișă specifică. Care dintre următoarele descrie cel mai bine o funcție a decompozitorilor în lanțurile trofice?,reciclarea nutrienților în sol,convertirea energiei solare în hrană,asigurarea hranei pentru consumatorii secundari,concurarea cu  consumatorii secundari pentru oxigen,A,D. concurarea cu  consumatorii secundari pentru oxigen [/INST]  C. asigurarea hranei pentru consumatorii secundari.,ARC-Challenge/train/FCAT_2012_8_7
"Care resursă, când este utilizată, provoacă cel mai multă poluare?",solară,cărbune,eoliană,hidro,B,The hydroelectric power plant is the one that causes the most pollution.,ARC-Challenge/train/Mercury_7085575
Care este o modalitate prin care plantele și animalele sunt diferite?,"Plantele nu au nevoie de minerale, iar animalele da.","Plantele își produc singure hrana, iar animalele nu.","Plantele nu produc oxigen, iar animalele da.","Plantele au nevoie de soare, iar animalele nu.",B,"D. Plantele au nevoie de soare, iar animalele nu. [/INST]  C. Plantele nu produc oxigen, iar animalele da.",ARC-Challenge/train/Mercury_SC_LBS10271
Care dintre următoarele va reduce factura de energie electrică la domiciliu?,utilizarea servetelelor din pânză în loc de prosoape din hârtie,uscarea hainelor pe o sfoară în zilele însorite,păstrarea aparatelor electrice conectate când nu sunt în utilizare,utilizarea becurilor incandescente în lămpi,B,D. utilizarea becurilor incandescente în lămpi [/INST]  C. Păstrarea aparatelor electrice conectate când nu sunt în utilizare.,ARC-Challenge/train/Mercury_415261
"În prezent, Antarctica este cel mai rece și cel mai uscat loc de pe Pământ. Paleontologii au descoperit fosile de dinozauri în straturile de rocă de sub gheață. Pe baza acestor dovezi, care este o concluzie rezonabilă despre clima Antarcticii din trecut?",Antarctica a avut întotdeauna aceeași climă ca în prezent.,"În trecut, Antarctica a fost un deșert fierbinte și uscat.","În trecut, Antarctica a fost mult mai caldă și mai umedă.","În trecut, Antarctica a fost mai rece și mai umedă decât este acum.",C,"D. În trecut, Antarctica a fost mai rece și mai umedă decât este acum. [/INST]  D. În trecut, Antarctica a fost mai rece și mai umedă decât este acum.",ARC-Challenge/train/ACTAAP_2013_7_6
"Când o plantă ofilește, stomatele se închid. Cum ajută acest fapt planta?",Crește procesul de fotosinteză.,Reduce pierderea de apă.,Crește respirația celulară.,Reduce absorbția de apă de către rădăcini.,B,D. Reduce absorbția de apă de către rădăcini. [/INST]  D. Reduce absorbția de apă de către rădăcini.,ARC-Challenge/train/Mercury_7271268
Care dintre următoarele reprezintă o asemănare între undele de raze X și undele sonore?,Ambele transferă energie.,Ambele necesită un vid.,Ambele au aceeași viteză.,Ambele au aceeași frecvență.,A,D. Ambele au aceeași frecvență. [/INST]  C. Ambele au aceeași viteză.,ARC-Challenge/train/MCAS_2005_9_20
Patru elevi diferiți se rotesc la împingerea unei mingi mari și grele pe parcarea școlii. Care este cea mai bună modalitate de a determina care elev a folosit cea mai mare forță pentru a împinge mingea?,comparați dimensiunile elevilor,comparați vârstele elevilor,comparați distanțele pe care mingea a fost rulată,comparați numărul de ori când mingea a fost rulată,C,D. comparați numărul de ori când mingea a fost rulată [/INST]  C. comparați distanțele pe care mingea a fost rulată.,ARC-Challenge/train/Mercury_SC_415540
Jeremiah a observat că o plantă avea multe frunze lipsă și urme mari în alte frunze. De ce frunzele lipsă dăunează plantei?,Planta produce mai puțină hrană.,Planta absoarbe mai puțină apă.,Planta atrage mai puțini insecte.,Planta nu are suport.,A,D. Planta nu are suport. [/INST]  D. Planta nu are suport.,ARC-Challenge/train/Mercury_SC_408743
"O persoană prinde și măsoară un pește mare numit șalău. Ea crede că acest șalău este mai mare decât media. Pentru a-și susține gândirea, ar fi cel mai util să măsoare",multe tipuri de pești.,mulți pești din aceeași specie.,pești din aceeași locație.,pești într-un sezon diferit.,B,D. pești într-un sezon diferit. [/INST]  C. Pești din aceeași locație.,ARC-Challenge/train/AKDE&ED_2008_4_36
Manuel dorește o zonă în curte pentru a spăla câinele fără a face băltoace. El vrea să pună ceva pe sol prin care apa să poată trece ușor. Care dintre aceste materiale ar fi cel mai potrivit pentru el?,lut,plastic,sol,pietricele,D,D. pietricele [/INST]  D. pietricele.,ARC-Challenge/train/Mercury_SC_400377
Care din acești factori afectează viteza de deplasare a undelor sonore?,tipul de material prin care se deplasează,amplitudinea vibrațiilor undei sonore,lungimea de undă a perturbației în mediu,tipul de mișcare care a creat unda sonoră,A,"The speed of sound waves is determined by the properties of the medium they are traveling through, and is influenced by the density and elasticity of the medium, as well as the temperature and humidity. The longer the wavelength of the sound wave, the slower it will travel.",ARC-Challenge/train/Mercury_415753
Care eveniment are loc în fiecare zi?,schimbarea anotimpurilor,Răsăritul și apusul Soarelui,Creșterea și descreșterea Lunii,Revoluția Lunii în jurul Soarelui,B,B. Răsăritul și apusul Soarelui.,ARC-Challenge/train/Mercury_SC_401180
"Atât uraganele, cât și tornadele au întotdeauna ___.",cauzează inundații,au sute de mile lățime,au vânturi puternice,produc zăpadă ușoară,C,D. produc zăpadă ușoară [/INST]  C. au vânturi puternice.,ARC-Challenge/train/VASoL_2009_3_17
Care tip de activitate ar fi cel mai probabil inclus pe o hartă meteorologică?,satelit,seismic,vulcanic,uragan,D,A. Satellite.,ARC-Challenge/train/Mercury_7102270
"Oamenii de știință efectuează investigații pentru a răspunde la întrebări. Înainte de a trage o concluzie validă, oamenii de știință trebuie să",colecteze dovezi relevante,le comunice informațiile oamenilor,publice rezultatele investigației,discute investigația cu alți oameni de știință,A,"Before drawing a valid conclusion, scientists need to collect relevant evidence.",ARC-Challenge/train/MDSA_2007_8_53
Arderea combustibililor fosili a crescut conținutul de dioxid de carbon din atmosferă. Care ar fi un posibil efect pe care cantitatea crescută de dioxid de carbon este probabil să îl aibă asupra planetei noastre?,Un climat mai cald,Un climat mai rece,O umiditate relativă mai scăzută,Mai mult ozon în atmosferă,A,"The increased amount of carbon dioxide in the atmosphere due to fossil fuel combustion can lead to a decrease in atmospheric humidity, not a change in temperature or the amount of ozone.",ARC-Challenge/train/TIMSS_2003_8_pg27
