instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Care protist este un autotrof bi-flagelat?,amoeba,euglena,paramecium,volvox,D,B. Euglena,ARC-Challenge/train/Mercury_416647
"Ploaia acidă are un pH sub 5,6. Această ploaie poate deteriora solul, lacurile, culturile și clădirile. Ploaia acidă este cauzată de toate următoarele cu excepția",emisiilor industriale provenite din fabrici.,cărbunelui ars pentru producerea de căldură și energie.,escapamentul automobilelor.,centralele nucleare care produc radiații.,D,D. centralele nucleare care produc radiații.,ARC-Challenge/train/Mercury_7212345
Care dintre următoarele este o proprietate chimică a materiei?,densitatea,punctul de fierbere,inflamabilitatea,forma,C,A,ARC-Challenge/train/Mercury_SC_412697
Celulele musculare au capacitatea de a stoca și elibera cantități mari de energie. Ce funcție a corpului este cel mai bine servită de această eliberare de energie?,schimbul de gaze,mișcarea părților corpului,absorbția nutrienților,trimiterea impulsurilor nervoase,B,B,ARC-Challenge/train/Mercury_7171990
"O organism unicelular poate face tot ceea ce face o celulă dintr-un organism multicelular, cu excepția",specializării.,reproducerii.,folosirii energiei.,producției de proteine.,A,C. folosirii energiei.,ARC-Challenge/train/Mercury_SC_416456
"Conceptul de deriva continentală, adică derapajul continentelor peste fundurile oceanice, a fost propus de Alfred Wegner în 1915. Acest concept a fost înlocuit de teoria plăcilor tectonice în anii 1960. Ce a fost necesar pentru trecerea de la conceptul de deriva continentală la teoria plăcilor tectonice?",cutremure puternice care au avut loc de-a lungul zonelor de falie,date și idei care au fost împărtășite între oamenii de știință,adoptarea unei legi științifice de către Congres,profesorii care încep să predea noua teorie,B,B. date și idei care au fost împărtășite între oamenii de știință.,ARC-Challenge/train/Mercury_7207393
În sistemul nostru solar au loc multe tipuri de mișcare. Care tip de mișcare descrie un an terestru?,revoluția soarelui în jurul Pământului,revoluția Pământului în jurul soarelui,rotația soarelui în jurul Pământului,rotația Pământului în jurul soarelui,B,B. revoluția Pământului în jurul soarelui.,ARC-Challenge/train/MSA_2013_5_36
Clasa domnului Jenkins studiază cromozomii sexuali. El le spune elevilor săi că nucleii celulelor umane au 22 de perechi de autosomi. Câte cromozomi sexuali are corpul uman?,1,2,23,46,B,B. 2,ARC-Challenge/train/Mercury_7200165
În ce fel bacteriile pot fi bune pentru corpul uman?,Bacteriile contribuie la dezvoltarea oaselor puternice ale corpului.,Bacteriile ajută la menținerea temperaturii corpului.,Bacteriile ajută la livrarea oxigenului către celule.,Bacteriile ajută la descompunerea hranei.,D,C,ARC-Challenge/train/Mercury_SC_414245
Care dintre următoarele este un produs secundar al respirației celulare la animale?,oxigen,căldură,zahăr,proteină,B,A. oxigen,ARC-Challenge/train/Mercury_175858
"Intoleranța la lactoză este o afecțiune a sistemului digestiv în care o persoană are o incapacitate de a digera lactoza, zahărul găsit în lapte. O persoană afectată de intoleranța la lactoză nu produce suficient enzima lactază, care este necesară pentru a descompune lactoza. Dacă mai mulți adulți decât copii sunt diagnosticați cu intoleranță la lactoză, ce sugerează cel mai probabil acest lucru?",Producția de lactază scade în timp.,Digestia alimentelor descompune lactaza.,Intoleranța la lactoză este o reacție alergică.,Intoleranța la lactoză este contagioasă.,A,A,ARC-Challenge/train/Mercury_7154648
"Sistemul respirator nu poate livra oxigenul la celulele corpului nici nu poate elimina dioxidul de carbon, fără care două sisteme corporale?",muscular și nervos,digestiv și muscular,cardiovascular și nervos,cardiovascular și muscular,D,B,ARC-Challenge/train/Mercury_7042665
Care dintre următoarele descrie cel mai bine modul în care se formează suprafața unei plaje?,îngrădire mecanică,îngrădire chimică,mișcare de masă,erupție vulcanică,A,B,ARC-Challenge/train/Mercury_7143045
"Când faci bule de săpun, ce se află în interiorul bulelor?",Aer,Săpun,Apă,Nimic,A,A. Aer,ARC-Challenge/train/TIMSS_2003_4_pg27
Un fermier vrea să știe dacă adăugarea de îngrășământ în câmpul său va face ca culturile sale să fie mai sănătoase. Ce ar trebui să facă primul fermierul?,Să planteze culturi diferite într-un câmp fertilizat din apropiere.,Să ude culturile din câmp înainte de adăugarea îngrășămintelor.,Să adauge multe îngrășăminte diferite deodată în câmp.,Să înregistreze aspectul culturilor înainte de a le îngrășa.,D,(d),ARC-Challenge/train/Mercury_SC_407397
Cindy a învățat că arborii eliberează gaze în aer în timpul fotosintezei. Ce gaz eliberează un copac?,dioxid de carbon,hidrogen,azot,oxigen,D,A. dioxid de carbon,ARC-Challenge/train/Mercury_SC_408415
"În mod probabil, copacii schimbă mediul în care se află prin",eliberarea de azot în sol.,împingerea speciilor non-native.,adaugarea de dioxid de carbon în atmosferă.,extragerea apei din sol și returnarea ei în atmosferă.,D,C,ARC-Challenge/train/Mercury_7159863
Care dintre afirmațiile următoare descrie modul în care mușchii funcționează pentru a permite unei persoane să-și extindă brațul dintr-o poziție îndoită prin îndreptarea cotului?,"Atât bicepsul, cât și tricepsul se contractă.","Atât bicepsul, cât și tricepsul se relaxează.",Tricepsul se contractă și bicepsul se relaxează.,Bicepsul se contractă și tricepsul se relaxează.,C,C,ARC-Challenge/train/Mercury_7247835
Studenții proiectează zmeie pentru a descoperi ce tip de zmeie zboară cel mai sus. Ce este cel mai important de luat în considerare atunci când proiectați o zmeie pentru a zboara sus?,lungimea șireturii,aria suprafeței,materialele utilizate,momentul zilei,B,A. lungimea șireturii,ARC-Challenge/train/Mercury_7016835
În clasa de științe se disecă un ou de pasăre. Care este fluidul limpede și gros din interiorul oului de pasăre care servește ca protecție pentru embrion?,Gălbenușul,Coaja,Saco vitelin,Albă de ou,D,B,ARC-Challenge/train/ACTAAP_2012_7_10
"Când se apasă un buton de pe un ceas cu baterie, afișajul de timp este iluminat. Ce proces a avut loc?",Presiunea a fost convertită în lumină.,Forța a fost convertită în lumină.,Închiderea unui circuit electric a produs lumină.,Deschiderea unui circuit electric a produs lumină.,C,C,ARC-Challenge/train/Mercury_404134
Ce precauție trebuie să ia elevii atunci când fac observații ale Soarelui?,Folosiți doar echipament nou.,Folosiți un telescop foarte puternic.,Proiectați imaginea pe o bucată de carton.,Priviți Soarele doar dimineața.,C,B,ARC-Challenge/train/Mercury_SC_406766
Insectele mascule dintr-o populatie sunt tratate pentru a preveni productia de sperma. Acest lucru ar reduce aceasta populatie de insecte?,"Nu, deoarece insectele ar inca se imperechea.","Nu, deoarece acesta nu ar schimba rata de mutatie a progeniturii.","Da, deoarece acest lucru ar reduce semnificativ rata de reproducere.","Da, deoarece masculii ar muri.",C,"D. Da, deoarece masculii ar muri.",ARC-Challenge/train/TIMSS_1995_8_K12
Animalele utilizează resursele din mediul înconjurător pentru a supraviețui. Care dintre următoarele resurse este utilizată de un animal pentru energie?,aer,alimente,adăpost,apă,B,Air,ARC-Challenge/train/MDSA_2008_4_2
Un grup de elevi studiază plantele de fasole. Toate caracteristicile următoare sunt afectate de schimbările din mediu cu excepția,culoarea frunzelor.,tipul de sămânță.,producția de fasole.,înălțimea plantei.,B,D,ARC-Challenge/train/Mercury_SC_LBS10389
Care dintre următoarele descrie cel mai bine scopul cromozomilor din nucleul unei celule?,a stoca instrucțiunile genetice necesare pentru specificarea trăsăturilor,a elibera energie prin descompunerea moleculelor alimentare,a transporta nutrienți în și din celulă,a proteja celulele de microorganisme,A,A,ARC-Challenge/train/MCAS_2008_8_5716
Un elev îngheață un suc de portocale. Care dintre următoarele afirmații descrie cel mai bine cum suc de portocale este diferit după ce a fost înghețat?,Este un lichid.,Cântărește mai mult.,Rămâne într-o singură formă.,Ocupă mai puțin spațiu.,C,(b),ARC-Challenge/train/MCAS_2013_5_29405
Forța gravitațională exercitată asupra unui obiect depinde în primul rând de,densitate.,masă.,moment cinetic.,volum.,B,A,ARC-Challenge/train/MCAS_2004_9_1
"Dacă s-ar descoperi un nou organism, care dintre următoarele ar fi cel mai probabil utilizat pentru a-l clasifica în regnul corespunzător?",culoarea organismului,habitatul natural al organismului,structura anatomiei organismului,locul unde a fost găsit organismul,C,A,ARC-Challenge/train/MCAS_2008_8_5608
"Când mânerele de vase sunt folosite pentru a îndepărta tăvile fierbinți din cuptor, mânerele de vase servesc ca",conductorii.,izolatorii.,reflectanții.,transmițătorii.,B,C. reflectanți,ARC-Challenge/train/Mercury_SC_LBS10030
Care dintre aceste activități este cel mai probabil să aibă un impact pozitiv asupra mediului înconjurător al Pământului?,Extinderea cartierelor rezidențiale,Construirea de fabrici,Construirea autostrăzilor,Crearea de rezervații naturale,D,D,ARC-Challenge/train/VASoL_2008_5_36
De pe Pământ vedem soarele pe cerul de zi și alte stele pe cerul de noapte. Stelele nocturne par mici și sunt asemănătoare cu niște puncte luminoase. Care dintre următoarele afirmatii explică de ce stelele de noapte par mult mai mici decât soarele?,Stelele sunt mult mai mici.,Cerul este mult mai întunecat noaptea.,Stelele sunt mult mai îndepărtate.,Luna blochează cea mai mare parte a lumina din stele.,C,B,ARC-Challenge/train/OHAT_2007_5_34
"Dacă un copil își zgârie piciorul pe o bucată de metal ruginit, este important să solicitați tratament medical deoarece",metalul este coroziv pentru piele.,picioarele poartă o mare cantitate de bacterii.,picioarele sunt cele mai sensibile părți ale corpului.,metalul ar putea fi contaminat și să provoace infecții.,D,B,ARC-Challenge/train/Mercury_404903
Care compus nu conține molecule individuale?,sare,apă,gaz de hidrogen,monoxid de carbon,A,C,ARC-Challenge/train/Mercury_7008838
Un student a scăpat accidental un tub de probă care se sparge când lovește podeaua. Care este cea mai bună metodă de a recupera sticla spartă?,ridicați bucățile cu un prosop de hârtie,folosiți un kit de intervenție pentru scurgeri de substanțe chimice,folosiți o mătură și o lopată,ridicați bucățile cu mâna,C,A,ARC-Challenge/train/Mercury_SC_401354
"Într-o pădure tropicală pluvială, diferența dintre temperaturile de zi și cele de noapte este relativ mică. În deșert, diferența dintre temperaturile de zi și cele de noapte este foarte mare. Care factor contribuie la scăderea variației temperaturilor în pădurile tropicale?",Frunzișul din pădurea tropicală reflectă căldura.,Organismele din pădurea tropicală absorb umiditatea.,Radiația solară din pădurea tropicală este mai puțin intensă.,Acoperișul de nori din pădurea tropicală ajută la reținerea căldurii.,D,C,ARC-Challenge/train/Mercury_7175718
Care sunt produse în timpul fotosintezei?,Dioxidul de carbon și mineralele,Dioxidul de carbon și zaharul,Oxigenul și mineralele,Oxigenul și zaharul,D,C,ARC-Challenge/train/MCAS_1999_8_6
Mișcarea unei mase de aer deasupra suprafeței Pământului declanșează,activitate seismică,schimbări de vreme locale,încălzirea globală,succesiunea ecologică,B,A. activitate seismică,ARC-Challenge/train/NYSEDREGENTS_2007_8_28
Care dintre acestea ar fi cea mai bună reprezentare a particulelor dintr-un material solid?,Jucătorii de fotbal care joacă pe teren.,Avioanele care zboară deasupra stadionului de fotbal.,Spectatorii care stau pe scaunele lor la stadionul de fotbal.,Spectatorii care ajung la stadionul de fotbal și se deplasează către locurile lor.,C,(b),ARC-Challenge/train/Mercury_7038430
Ecuatia pentru sinteza apei este prezentată mai jos. 2H_{2} + O_{2} -> 2H_{2}O Câte grame de oxigen gazoasă sunt necesare pentru a produce 36.0 grame de apă?,"9,00 grame","16,0 grame","32,0 grame","40,0 grame",C,B,ARC-Challenge/train/Mercury_412649
Un masă de aer dintr-un vale se deplasează pe o pantă de munte. Ce determină mișcarea acestui aer?,forța de maree a gravitației lunii,evaporarea apei din solul din vale,încălzirea prin energie solară re-radiată din sol,efectul de răcire a cristalelor de gheață din aer deasupra muntelui,C,B,ARC-Challenge/train/Mercury_7026338
Care caracteristică a ADN-ului duce la diferențierea celulelor în embrioni în curs de dezvoltare?,ce gene sunt prezente,câte copii ale fiecărei gene sunt prezente,ce gene sunt active,ce proteină este produsă de o genă,C,A,ARC-Challenge/train/Mercury_7227938
Sooj a aflat că balenele folosesc vocalizarea pentru a se orienta și pentru a comunica cu alte balene. Unii oameni de știință cred că poluarea fonică din habitatul balenelor poate afecta populațiile de balene. Care ar fi cel mai probabil efect al poluării fonică asupra balenelor?,alterarea materialului genetic al balenelor,inversarea fluxului de energie prin habitatul balenelor,reducerea populațiilor de organisme comestibile în habitatul balenelor,separarea grupurilor familiale de balene,D,B,ARC-Challenge/train/Mercury_7201688
Un elev măsoară punctul de fierbere al unei amestecuri de sare și apă. El ia o singură măsurătoare a temperaturii de 105°C. Care este cea mai bună modalitate de a asigura că rezultatele sunt valide?,repetă investigația,schimbă volumul de apă,adaugă mai multă sare în amestec,realizează investigația fără sare,A,A,ARC-Challenge/train/Mercury_SC_405635
"Elevii au observat un pasăre zburând la și de la un tufiș mare la fiecare câteva minute. Elevii i-au spus profesorului lor: ""Pasărea are un cuib în acel tufiș."" Această afirmație este un exemplu de",o deducție făcută din observații.,o observație făcută din predicții.,o predicție făcută din mostre de date.,un rezultat făcut din deducție.,A,B. o observație făcută din predicții,ARC-Challenge/train/Mercury_7107380
"Unele plante, cum ar fi arborii de sequoia, pot trăi timp de mii de ani. Alte plante, cum ar fi Susan-ul cu ochi negri, pot trăi doar câteva săptămâni. Ce ar avea aceste plante în comun pentru a supraviețui?",folosind conuri pentru răspândirea sămânțelor,o modalitate de reproducere de succes,abilitatea de a trăi în deșert,spini pentru a ține animalele la distanță,B,B,ARC-Challenge/train/Mercury_SC_406650
Care dintre următoarele reprezintă viteza unui obiect în mișcare?,40,40 m nord,40 m/s,40 m/s nord,D,C,ARC-Challenge/train/CSZ30494
"Într-o comparație între metale și nemetale, metalele au tendința să aibă",puncte de topire mai mici și o conductivitate mai mare decât nemetalele.,conductivitate mai mică și densitate mai mică decât nemetalele.,densitate mai mare și puncte de topire mai mici decât nemetalele.,conductivitate mai mare și puncte de topire mai mari decât nemetalele.,D,A. puncte de topire mai mici și o conductivitate mai mare decât nemetalele.,ARC-Challenge/train/CSZ30771
"Steaua de mare este un consumator care trăiește într-un ecosistem de poale de mare, care este alternativ inundat și expus de maree. Acest tip de ecosistem conține anemone otrăvitoare și multe specii de crustacee cu cochilii. Avantajul stelei de mare în acest ecosistem este că poate",desface cochiliile.,produce o mică lumină.,se mișcă rapid de-a lungul fundului mării.,supraviețui atmosferei presurizate de apă adâncă.,A,B,ARC-Challenge/train/Mercury_SC_400123
Care dintre următoarele este un exemplu de strategie de evadare care este utilizată pentru a evita a fi ucis și mâncat de prădători?,Cerbul își pierde coarnele în toamnă.,Salamandrele își pierd cozile atunci când sunt amenințate.,Peștele-lanterna produce lumină pentru a atrage alți pești.,Nutriții produc ulei pentru a acoperi blana și a o face rezistentă la apă.,B,A. Cerbul își pierde coarnele în toamnă.,ARC-Challenge/train/MEAP_2005_8_8
În care dintre următoarele moduri fotosinteza și respirația celulară sunt asemănătoare?,Ambele procese produc glucoză.,Ambele procese consumă dioxid de carbon.,Ambele procese au loc în cloroplaste.,Ambele procese implică transformări ale energiei.,D,A. Ambele procese produc glucoză.,ARC-Challenge/train/MCAS_2006_9_42-v1
Miguel conducea un experiment. El a scris următoarele propoziții în caietul său: Temperatura inițială a apei era de 10 grade Celsius. Un obiect cu o greutate de 5 grame a fost plasat în apă. Temperatura apei a crescut la 15 grade. Obiectul trebuie să fi fost mai cald de 10 grade. În care propoziție a făcut Miguel o inferență?,propoziția 1,propoziția 2,propoziția 3,propoziția 4,D,B. propoziția 2,ARC-Challenge/train/LEAP__5_10318
O schimbare în densitatea aerului poate duce la o adiere. Care diagramă arată cel mai bine o serie de transferuri de energie care începe cu Soarele și duce la o adiere?,radiație → conducere → adiere,radiație → conducere → convecție → adiere,convecție → radiație → adiere,convecție → conducere → radiație → adiere,B,C. convecție → radiație → adiere,ARC-Challenge/train/AKDE&ED_2012_8_42
Unele afaceri le oferă clienților opțiunea de a plăti pentru marfă folosind amprentele lor ca identificare. Care dintre următoarele ar fi cel mai benefic pentru clienții care folosesc această nouă tehnologie?,prețul produsului este redus,protecția informațiilor private,abilitatea de a urmări preferințele clienților,fondurile ar fi creditate imediat,B,C. abilitatea de a urmări preferințele clienților,ARC-Challenge/train/AIMS_2008_8_5
Un râu curgător conține apă la temperatura de 18°C. Conserva de băuturi răcoritoare cu o temperatură de 28°C este coborâtă în râu. Care dintre următoarele este cel mai probabil să se întâmple?,Conserva de băuturi răcoritoare va absorbi energia rece de la apa râului.,Conserva se va răci până când temperatura sa va fi aceeași cu cea a apei râului.,Temperatura băuturilor răcoritoare nu se va schimba deoarece conservele sunt etanșe.,Temperatura conservei va scădea până la îngheț atâta timp cât râul curge.,B,[D],ARC-Challenge/train/MCAS_2004_8_36
Ce parte a ciclului apei are loc atunci când apa din nori cade înapoi pe Pământ?,transpirație,evaporare,condensare,precipitație,D,C. condensare,ARC-Challenge/train/Mercury_SC_402619
"Care este o caracteristică a celulei spermatice, dar nu și a celulei ou?",formă rotundă,prezența cozii,conține informații genetice,implicată în reproducerea sexuală,B,B. prezența cozii,ARC-Challenge/train/ACTAAP_2008_7_5
Răspândirea fundului oceanic are loc la limite divergente. Care afirmație identifică cel mai bine procesul geologic care are loc în punctul în care se produce răspândirea fundului oceanic?,se formează o groapă,se formează crustă nouă,crusta oceanică se subduce,o placă continentală se subduce,B,(B),ARC-Challenge/train/Mercury_7195685
O diferență importantă între lucrurile vii și cele nevi poate fi reprezentată prin faptul că doar lucrurile vii au,compuși,elemente,molecule,celule,D,C. molecule,ARC-Challenge/train/NYSEDREGENTS_2009_8_20
"Dintre aceste proiecte de cercetare, care este cea mai bună alegere pentru un student interesat în problemele de mediu de studiat?",realizarea de mașini care să consume mai puțin combustibil,găsirea de mai multe locații pentru minele de cupru,realizarea de nave oceanice mai mari și mai rapide,înlocuirea lucrătorilor umani cu roboți,A,(d),ARC-Challenge/train/Mercury_SC_401002
"De ce zonele din mijlocul unui continent mare au, în general, diferențe mai extreme de temperatură decât zonele apropiate de coastă?","În general, există mai multe nori lângă oceane.","Zonele fără ieșire la mare sunt, de obicei, la altitudini mai joase decât zonele de coastă.",Coastele sunt de obicei înconjurare de munți care blochează masele de aer.,Oceanele își schimbă temperatura încet și reglează temperatura terenurilor învecinate.,D,C,ARC-Challenge/train/MCAS_2002_8_13
O specie de pasăre nu a mai fost văzută încă din anii 1900 și este considerată dispărută. Care dintre dovezi ar contrazice cel mai bine afirmația că pasărea este dispărută?,Un observator de păsări face un desen al păsării.,Un cercetător descoperă fosile ale păsării.,Un cercetător face o fotografie a păsării.,Un paznic de parc găsește un habitat potrivit pentru pasăre.,C,D,ARC-Challenge/train/Mercury_7127173
Un geolog efectuează o investigație pentru a determina vârsta absolută a unui fosil. Apoi repetă procedura de trei ori. Care este cea mai bună explicație pentru această repetare a procedurii?,Aceasta îi ajută să dezvolte proceduri mai bune.,Aceasta îmbunătățește exactitatea rezultatelor.,Dorește ca toate rezultatele să fie diferite.,Are mai mult de o ipoteză de demonstrat.,B,B,ARC-Challenge/train/Mercury_7165953
Cărămizile din lut roșu au o densitate de aproximativ 2000 kg/m^3. Aerul are o densitate de 1 kg/m^3. Care dintre următoarele are cea mai mică masă?,2 m^3 de cărămizi,4 m^3 de cărămizi,6000 m^3 de aer,"10,000 m^3 de aer",A,(a),ARC-Challenge/train/CSZ_2009_8_CSZ20870
Care dintre următoarele se găsește cel mai departe de centrul unui atom?,nucleul,protonul,neutronul,electronul,D,(c),ARC-Challenge/train/CSZ30564
Care este caracteristica comună a organismelor unicelulare și multicelulare?,Ambele au celule cu funcții specializate pentru fiecare proces de viață.,Ambele plăvesc toate procesele de viață într-o singură celulă.,Ambele au un mod de a scăpa de materialele deșeuri.,Ambele sunt capabile să producă hrană din lumina soarelui.,C,A,ARC-Challenge/train/NCEOGA_2013_5_33
Ce proces geologic a condus cel mai probabil la ridicarea Munților Stâncoși?,glaciațiunea,inundația,falimentarea,eroziunea,C,D. Eroziunea,ARC-Challenge/train/Mercury_7068530
Care dintre următoarele este cea mai recentă explicație oferită de oamenii de știință privind moartea multor plante și animale la sfârșitul erei mezozoice?,boală la nivel global,crearea de munți la nivel global,apariția mamiferelor care se hrăneau cu plante și animale,impactul unui asteroid a creat praf care a blocat lumina soarelui,D,D. impactul unui asteroid a creat praf care a blocat lumina soarelui,ARC-Challenge/train/Mercury_7041615
"Marea majoritate a apei dulci de pe Pământ este înghețată în ghețari și calote de gheață. Dacă clima s-ar schimba în toată lumea, provocând topirea ghețarilor și a calotelor de gheață, care situație ar fi cel mai probabil să apară?",Pământul ar deveni mai fertil.,Temperaturile aerului ar scădea.,Apa oceanică ar deveni mai sărată.,Masivele de uscat ar deveni mai mici.,D,(b),ARC-Challenge/train/Mercury_7018218
"După un incendiu de pădure, ce tip de organisme vor începe succesiunea secundară?",tufișuri mici,stejari maturi,conifere,flori sălbatice,D,(a),ARC-Challenge/train/Mercury_7245753
Care are cea mai mare influență asupra culorii ochilor unui pui de vultur?,părinții,cuibul,dietă,comportament,A,D. comportament,ARC-Challenge/train/Mercury_SC_415475
"Când aerul umed intră în contact cu o suprafață rece în timpul iernii, unul dintre rezultate poate fi bruma. Ce s-a întâmplat cu vaporii de apă din aer cauzând bruma?",S-a topit.,S-a sublimat.,S-a evaporat.,S-a condensat.,B,D. S-a condensat,ARC-Challenge/train/Mercury_180163
Elisa a clasificat tipurile de energie ca potențială sau cinetică. Care este un tip de energie potențială?,energia sonoră,energia radiantă,energia termică,energia chimică,D,C,ARC-Challenge/train/Mercury_7142713
Michael are o penar făcut din lemn de pin. Suprafața penarului se zgârie și se zgarie ușor. El vrea să facă un nou penar care să nu se zgârie sau să se zgarie ușor. Care dintre următoarele ar trebui să facă Michael pentru a realiza un nou penar care nu va fi zgâriat sau zdruncinat ușor?,să facă penarul într-o dimensiune diferită,să folosească un alt material pentru a face penarul,să facă penarul dintr-o altă bucată de lemn de pin,să folosească o bucată mai groasă de lemn de pin pentru a face penarul,B,(c),ARC-Challenge/train/MCAS_2008_5_5625
Utilizarea internetului pentru scrierea unui eseu poate ajuta un student să găsească multe resurse. Unul dintre problemele cu folosirea informațiilor de pe internet este că acestea ar putea fi,gratuite.,actualizate.,detaliante.,incorecte.,D,A,ARC-Challenge/train/Mercury_SC_405728
Care dintre următoarele nu este implicat cel mai puțin în descompunerea și decay-ul plantelor și animalelor moarte?,viermi,fungi,rădăcini de plante,microorganisme,C,385,ARC-Challenge/train/MCAS_2002_8_15
Unui student i se dau trei blocuri de dimensiuni identice. Fiecare bloc este făcut dintr-un material diferit. Ce caracteristică a blocurilor ar trebui să fie examinată pentru a descoperi care bloc este făcut din metal?,culoare,greutate,textură,conductivitate,D,D. conductivitate,ARC-Challenge/train/Mercury_SC_401588
Un elev a turnat apă într-o tavă din plastic. Elevul a pus apoi tava în congelator. Ce proprietate apei s-a schimbat atunci când apa a înghețat?,Apa a devenit un gaz.,Masa apei a crescut.,Apa a luat o formă definită.,Gustul apei s-a schimbat.,C,C. Apei i-a luat forme definite.,ARC-Challenge/train/Mercury_SC_414080
Distanta medie dintre Pământ și Soare este de 149.600.000 de kilometri. Care dintre următoarele este notația științifică corectă pentru această distanță?,"1,496 x 10^3 km",1496 x 10^5,"149,6 x 10^6 km","1,496 x 10^8 km",D,A,ARC-Challenge/train/Mercury_LBS10444
Se pun patru materiale în recipiente mici. Aceste materiale sunt apoi mutate din recipiente mici în recipiente mai mari. Care material se va răspândi pentru a umple complet un recipient mai mare?,aer,gheață,nisip,apă,A,A. aer,ARC-Challenge/train/AKDE&ED_2008_4_21
Care este cea mai bună exemple de comportament învățat la un câine?,latratul,clătinarea cozii,saparea unei gropi,venirea la chemare,D,B. latrarea,ARC-Challenge/train/Mercury_400308
Care dintre următoarele elemente este cel mai puțin electric conducător?,sodiu,wolfram,zincuri,argon,D,B,ARC-Challenge/train/Mercury_7221743
Un fir conductor acoperit cu plastic protejează utilizatorul deoarece plasticul,menține firul răcoros.,permite căldurii să se deplaseze liber.,este un bun izolator electric.,are proprietăți magnetice.,C,A. menține firul răcoros.,ARC-Challenge/train/Mercury_SC_401157
Un autobuz a parcurs 280 de kilometri între două orașe. A plecat din primul oraș la ora 15:00 și a ajuns în al doilea oraș la ora 19:00. Care a fost viteza medie a autobuzului pe durata călătoriei?,4 km/h,40 km/h,70 km/h,280 km/h,C,C,ARC-Challenge/train/Mercury_415080
Kerry a făcut o lanternă simplă. A înregistrat următoarele afirmații în caietul ei de laborator. Care afirmație este o deducție?,Sârma avea o lungime de 35 cm.,Lanterna conținea o baterie.,Comutatorul din plastic era mai bun decât comutatorul de metal.,Becul a fost aprins timp de 20 de minute înainte să se arda.,C,B.,ARC-Challenge/train/AIMS_2009_4_11
Care dintre următoarele caracteristici ale unui lup individual este cel mai afectat de mediul înconjurător?,mărimea picioarelor sale,culoarea ochilor săi,forma urechilor sale,starea blănii sale,D,C. forma urechilor sale,ARC-Challenge/train/MCAS_2016_5_15
Trebuie să mutați produsele peste ocean de la Boston la Europa. Care sunt opțiunile dvs.?,navă sau avion,camion sau navă,camion sau avion,tunel sau navă,A,(a),ARC-Challenge/train/MCAS_1999_4_17
Care activitate este un exemplu de schimbare chimică?,zahărul se dizolvă în apă,apa se evaporă în aer,aprinderea unei brichete,înghețarea apei,C,A,ARC-Challenge/train/Mercury_7013213
Care dintre acestea este un exemplu de apă lichidă?,Praf de gheață,Gheață,Ploaie,Abur,C,C,ARC-Challenge/train/VASoL_2007_3_13
Care sistem are straturi de ţesut muscular neted care se contractă pentru a muta substanţe nutritive solide şi lichide şi deşeuri prin corp?,respirator,scheletic,endocrin,digestiv,D,B,ARC-Challenge/train/Mercury_7211068
"Pentru a conserva resursele nerenovabile, cel mai bine este să reciclăm",ziarele.,cartea telefonică.,prosoapele de hârtie.,dozele de sodă.,D,B,ARC-Challenge/train/Mercury_SC_405724
Care dintre următoarele trăsături nu este moștenită de un câine de la părinții săi?,lungimea blănii sale,forma nasului său,mărimea apetitului său,culoarea blănii sale,C,(c),ARC-Challenge/train/MCAS_1998_4_3
Undele sonore se deplasează cel mai rapid în,aer.,fier.,apă.,un vid.,B,C. apă,ARC-Challenge/train/Mercury_7012618
"Câteva cai pășuneau într-o zonă delimitată cu garduri, în fața unei case. În zilele ploioase, solul se spăla de pe o pantă și curgea spre casă. După ce caii au fost mutați câțiva ani mai târziu, solul nu se mai spăla când ploua. Ce ar putea explica această schimbare?",Iarba a crescut și a menținut solul intact.,Gardul a ținut solul închis.,Solul dispăruse complet.,Cantitatea de ploaie a scăzut.,A,D. Cantitatea de ploaie a scăzut.,ARC-Challenge/train/Mercury_7168070
"Agnes a învățat că creierul, măduva spinării și nervii lucrează împreună. Ce formează împreună?",o celulă,un țesut,un organ,un sistem,D,D,ARC-Challenge/train/Mercury_7188090
Un cercetător măsoară cantitatea de mișcare de-a lungul unei falii. Care instrument este cel mai potrivit pentru a efectua această măsurare?,barometru,cronometru,riglă,lupă,C,C. riglă,ARC-Challenge/train/Mercury_SC_412487
Care proprietate a unui mineral poate fi determinată doar prin a te uita la el?,strălucire,masă,greutate,duritate,A,A. strălucire,ARC-Challenge/train/Mercury_7085243
"Pe măsură ce un avion urcă în cer, pilotul observă că se formează cristale de gheață pe parbriz. Acest lucru se întâmplă deoarece",viscolul apare mai des la altitudini mai mari.,frecarea cu atmosfera cauzează formarea gheții.,"apa se evaporă mai repede la altitudini mai mari, ducând la formarea cristalelor de gheață.",umezeala de pe exteriorul avionului îngheață din cauza aerului mai rece de la altitudini mai mari.,D,"C. apa se evaporă mai repede la altitudini mai mari, ducând la formarea cristalelor de gheață.",ARC-Challenge/train/MEAP_2005_5_38
Care dintre următoarele reprezintă procesul de fotosinteză?,C_{6}H_{12}O_{6} -> 6CO_{2} + 6H_{2}O,6CO_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} +6O_{2},2H_{2}O -> 2H_{2} + O_{2},2H_{2} + O_{2} -> 2H_{2}O,B,A,ARC-Challenge/train/Mercury_LBS10257
